,tweet,closed,closure,fire
720,#CarrFire [Update] Andrew Brake Memorial Informationpic.twitter.com/KLNaW4qyiy,0,0,0
721,"#CloverdaleFire [update] off San Pasqual Valley Rd., near Escondido (San Diego County) is now 90 acres and 15% contained. Forward spread stopped. Unified Command: @CALFIRESANDIEGO and @SDFDpic.twitter.com/yp8ew8hHus",0,0,0
722,"Firefighters are battling a 40 acre fire off San Pasqual Rd., near Escondido (San Diego County). #CloverdaleFire. Unified Command: @CALFIRESANDIEGO and @SDFD https://twitter.com/CALFIRESANDIEGO pic.twitter.com/fPQvoTcnen",0,0,1
723,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) is now 1,900 acres and 62% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/Xo2NQyREET",0,0,1
724,"#HolyFire [update] off Holy Jim Canyon Rd, west of N. Main Divide (Orange County) is now 22,714 acres and 52% contained. Unified Command: US Forest Service, CAL FIRE, Riverside County Fire, Orange County Fire Authority, and the California Highway Patrol https://twitter.com/ClevelandNF pic.twitter.com/KwC14HoNw8",0,0,3
725,"#CarrFire [update] northwest of Anderson (Shasta County) is now 202,976 acres and 61% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU , US Forest Service, and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/kWOMM92cyW",0,0,1
726,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 295,970 acres and 59% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF . http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/Unom8NtRnM",0,0,1
727,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) remains 48,920 acres and 93% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/gOiyD5LgmM",0,0,1
728,"#HolyFire [update] off Holy Jim Canyon Rd, west of N. Main Divide (Orange County) is now 22,714 acres and 51% contained. Unified Command: US Forest Service, CAL FIRE, Riverside County Fire, Orange County Fire Authority, and the California Highway Patrol https://twitter.com/ClevelandNF pic.twitter.com/IeUJ7nLONT",0,0,3
729,"#OakFire [update] off Oak Lane and Buck Mountain Road, south of Grass Valley (Nevada County) is now 16 acres, and is 80% contained. All evacuations and road closures have been lifted. https://twitter.com/CALFIRENEU pic.twitter.com/5IS5CdRPAn",0,0,0
730,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) remains 1,900 acres and is 55% contained. Evacuations and road closures have been lifted. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/83w1qvnWPH",0,0,1
731,"#CarrFire [update] northwest of Anderson (Shasta County) is now 201,680 acres and 61% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service, and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/z7JAFFQJpc",0,0,2
732,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) remains 287,479 acres and 62% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/PYjVhSgoNh",0,0,1
733,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) remains 48,920 acres and 93% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/ORmiNjzM8B",0,0,1
734,"Firefighters are battling a 10 acre fire off Oak Lane and Buck Mountain Road, south of Grass Valley (Nevada County). #OakFire is 20% contained. Forward spread stopped. https://twitter.com/CALFIRENEU pic.twitter.com/whlTmpuBMU",0,0,1
735,"#CarrFire Re-population notice for Rainbow Lake Rd. 5 PM - August 12, 2018pic.twitter.com/yMKp1R06ul",0,0,0
736,"#HolyFire [update] off Holy Jim Canyon Rd, west of N. Main Divide (Orange County) is now 22,714 acres and 41% contained. Unified Command: US Forest Service, CAL FIRE, Riverside County Fire, Orange County Fire Authority, and the California Highway Patrol https://twitter.com/ClevelandNF pic.twitter.com/Pl2GPxAWu8",0,0,3
737,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) remains 1,900 acres and 48% contained. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/f4mHIWU8wT",0,0,1
738,"#GulchFire [final] near Dead Mans Gulch Rd and Sargents Rd, south of San Ardo (Monterey County) is now 100% contained at 650 acres. @CALFIREBEUpic.twitter.com/wnpG20ueLP",0,0,0
739,"#NelsonFire [final] near Nelson Rd and Cherry Glen Rd, Vacaville (Solano County) is now 100% contained at 2,162 acres. Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Firepic.twitter.com/BnnaZBSqad",0,0,1
740,"#CarrFire [update] northwest of Anderson (Shasta County) is now 191,211 acres and 59% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service, and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/px8p4PZASj",0,0,2
741,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) remains 48,920 acres and 93% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 … …pic.twitter.com/wnZ2mj6YHq",0,0,1
742,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 282,479 acres and 62% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/AvgnrDdPPT",0,0,1
743,"#NelsonFire [update] near Nelson Rd and Cherry Glen Rd, Vacaville (Solano County) is now 2,162 acres and 95% contained. Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Firepic.twitter.com/huSrq2Uwr4",0,0,1
744,"#CarrFire [update] northwest of Anderson (Shasta County) is now 190,873 acres and 57% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/nXZz37RcT4",0,0,3
745,"#HolyFire [update] off Holy Jim Canyon Rd, west of N. Main Divide (Orange County) is now 22,158 acres and 36 % contained. Unified Command: US Forest Service, CAL Fire, Riverside County Fire, Orange County Fire Authority, and the California Highway Patrol https://twitter.com/@ClevelandNF pic.twitter.com/G9zynmjEHp",0,0,3
746,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) remains 1,900 acres and 45% contained. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/YdRACdXF7U",0,0,1
747,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) remains 48,920 acres and 92% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/6sZacfTOln",0,0,1
748,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) remains 276,306 acres and 58% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @usfs_r5 . http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/pDxPanY3DC",0,0,1
749,"#GulchFire [update] near Dead Mans Gulch Rd and Sargents Rd, south of San Ardo (Monterey County) is now 650 acres and 50% contained.pic.twitter.com/1EzeBiACNZ",0,0,0
750,"#GulchFire [update] near Dead Mans Gulch Rd and Sargents Rd, south of San Ardo (Monterey County) is now 650 acres and 25% contained.pic.twitter.com/QoTolEbWhy",0,0,0
751,"Firefighters are battling a 500 acre wildfire near Dead Mans Gulch Rd and Sargents Rd, south of San Ardo (Monterey County). #GulchFirepic.twitter.com/iZUmYbHt6W",0,0,0
752,#HatFire Repopulation notice 4PM August 11 2018pic.twitter.com/aJgO9yblMD,0,0,0
753,"After a father informed his daughter that her fish was likely dead, both were in for quite a shock when they returned home to a well-fed fish! Thanks CAL FIRE Engine 1489 & Corning Police Dept. for ensuring Grant was fed while his owners were evacuated due to the #CarrFirepic.twitter.com/Ole8DoJnpf",0,0,1
754,"#NelsonFire [update] near Nelson Rd and Cherry Glen Rd, Vacaville (Solano County) is now 1000 acres and 70% contained. Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Firepic.twitter.com/xSjRSEV2Ze",0,0,1
755,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) is now 48,920 acres and 92% contained. Evacuations and road closures in place. Unified Command: CAL @CALFIRE_MEU and @usfs_r5 http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/Iy77STjQp8",0,0,1
756,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 276,306 acres and 58% contained. Evacuations and road closures in place. Unified Command: Cal @CALFIRE_MEU and @usfs_r5 http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/tseQk6XCNm",0,0,1
757,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) remains 1,900 acres and 25% contained. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/GWRfRuNU0a",0,0,1
758,"#CarrFire [update] northwest of Anderson (Shasta County) is now 186,416 acres and 55% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/eVPlv44Sd0",0,0,3
759,"#NelsonFire [update] near Nelson Rd and Cherry Glen Rd, Vacaville (Solano County) is now 1000 acres and 10% contained. Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Firepic.twitter.com/acLbktR1Fc",0,0,1
760,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) is now 1,900 acres and 25% contained. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/XJHktFpTji",0,0,1
761,"#CarrFire [update] northwest of Anderson (Shasta County) is now 183,633 acres and 53% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/FTv3xsSagV",0,0,3
762,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 263,527 acres and 53% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @usfs_r5 . http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/6jgVXt2U5N",0,0,1
763,"Firefighters are battling a 125 acre wild fire near Nelson Rd and Cherry Glen Rd, Vacaville (Solano County) Unified Command: CAL FIRE Sonoma-Lake-Napa Unit, Solano County Fire #NelsonFirepic.twitter.com/brbxHXMreC",0,0,3
764,#RangelandFire [final] off Rangeland Road and Highway 78 in Ramona (San Diego County) is now 100% contained at 250 acres. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/jUGtxYpkcO,0,0,0
765,Mendocino Complex Lake_Colusa County Mandatory Evacuation Lift 8.10.18 #mendocinocomplex @MendoSheriff @LakeCoSheriffCA @MendocinoNF @GlennCountyOEShttps://twitter.com/CALFIRE_MEU/status/1028086599937011712 …,0,0,0
766,#CarrFire [Update] Lewiston Repopulation Informationhttps://twitter.com/CALFIRESHU/status/1028068501766828032 …,0,0,0
767,#RangelandFire [update] off Rangeland Road and Highway 78 in Ramona (San Diego County) is now 250 acres and 80% contained. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/H9iKZcB4Rn,0,0,0
768,#CarrFire News Release Procession for heavy equipment mechanic Andrew Brake.pic.twitter.com/uZIYzOxga5,0,0,0
769,Mendocino Complex Advisory Lift - Lake County 8.10.18 #mendocinocomplex @MendoSheriff @lakecosheriffCA @mendocinonf @glenncountyoeshttps://twitter.com/CALFIRE_MEU/status/1027963384585576448 …,0,0,0
770,"Family of fallen CAL FIRE Heavy Equipment Mechanic, Andrew Brake, request privacy at this time. Please keep them in your thoughts.pic.twitter.com/KyZLwo2oQm",0,0,1
771,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 258,527 acres and 53% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @usfs_r5 http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/mkKkeBMNfy",0,0,1
772,"#CarrFire [update] northwest of Anderson (Shasta County) is now 181,496 acres and 51% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/DMjw8LFquk",0,0,3
773,#SyarFire [Final] off Napa Vallejo Highway and Syar Industrial Way (Napa County) is now 100% contained at 10 acres. Decrease due to better mapping.pic.twitter.com/CFDHxJl7ho,0,0,0
774,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) is now 2,500 acres and 15% contained. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/JxTU2gA9vy",0,0,1
775,#RangelandFire [update] off Rangeland Road and Highway 78 in Ramona (San Diego County) is now 250 acres and 60% contained. Forward spread stopped. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/MF9MdV2uQd,0,0,0
776,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) is now 800 acres. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/IkrYvQFCRw",0,0,1
777,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) is now 48,920 acres and 87% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/HYWss1w1Cs",0,0,1
778,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 256,232 acres and 49% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/epWgTPYqUV",0,0,1
779,"#CarrFire [update] northwest of Anderson (Shasta County) is now 178,752 acres and 49% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/xieIuOqF9F",0,0,2
780,"#HatFire [update] off Hwy 299 east and Fish Hatchery road, northeast of Burney (Shasta County) is now 300 acres. Evacuations and road closures in effect. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2208 …pic.twitter.com/P1f06apJGF",0,0,1
781,#SyarFire [update] off Napa Vallejo Highway and Syar Industrial Way (Napa County) is now 10 acres and 60% contained. Decrease due to better mapping.pic.twitter.com/ZFMQfGamFb,0,0,0
782,Firefighters are battling a 15 acre fire at Napa Vallejo Highway and Syar Industrial Way (Napa County) #SyarFirepic.twitter.com/6JL6MK1lNq,0,0,1
783,#RangelandFire [update] off Rangeland Road and Highway 78 in Ramona (San Diego County) is now 150 acres and 30% contained. Forward spread stopped. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/WSPYAE2Ehb,0,0,0
784,"Firefighters are battling a 50 acre fire off Hwy 299 east and Fish Hatchery Rd, northeast of Burney (Shasta County). #HatFirepic.twitter.com/SVI3R8jdAc",0,0,1
785,It's with deep sadness that we announce the passing of Heavy Equipment Mechanic Andrew Jason Brake. HEM Brake died this morning due to a single vehicle accident while assigned to the Carr Fire. Please keep Andrew’s loved ones & everyone in @CALFIRE_ButteCo in your thoughts.pic.twitter.com/kA2shWKVCc,0,0,1
786,#RangelandFire [update] off Rangeland Road and Highway 78 in Ramona (San Diego County) is now 100 acres. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/vVvMXilcgb,0,0,0
787,Firefighters are battling a 75 acre fire off Rangeland Road and Highway 78 in Ramona (San Diego County). #RangelandFire https://twitter.com/CALFIRESANDIEGO pic.twitter.com/VH1TmMzlz1,0,0,1
788,#CarrFire [update] on conditions and operations as of todaypic.twitter.com/dNV7oNDyIZ,0,0,0
789,Today #SmokeyBear turns 74! Thank you Smokey for diligently reminding us to be cautious and caring with our natural resources. #OneLessSparkpic.twitter.com/Rgn4D0bHyt,0,0,0
790,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) is now 48,920 acres and 84% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/qxWz52NSdI",0,0,1
791,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 255,482 acres and 48% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/jKpPDIVYJi",0,0,1
792,"#CarrFire [update] northwest of Anderson (Shasta County) is now 177,450 acres and 48% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/onb7HHPz1V",0,0,2
793,"#CarrFire [update] northwest of Anderson (Shasta County) is now 176,069 acres and 47% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/okwqCyfynD",0,0,2
794,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) remains 48,920 acres and 81% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/GcJKnt8jlr",0,0,1
795,#CarrFire [update] Burn operation at 6:00 PMpic.twitter.com/N17U2Jewel,0,0,0
796,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 253,166 acres and 46% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/wVgPsascVI",0,0,1
797,#CarrFire [update] Repopulation and Re-entry News Release at 6:00 PMpic.twitter.com/yIRQ3CHXLD,0,0,0
798,#CarrFire [update] Repopulation and Re-entry News Release at 6:00 PMpic.twitter.com/KRSsi9DoD3,0,0,0
799,#CarrFire [update] Repopulation and Re-entry News Release at 5:45 PMpic.twitter.com/gdqjD5rVqq,0,0,0
800,#CarrFire [update] Repopulation and Re-entry News Release at 5:30 PMpic.twitter.com/102SxsbCKw,0,0,0
801,"CAL FIRE is assisting Marin County Fire with a wildfire at Platform Bridge Rd. and Point Reyes Station, 2 miles northeast of Olema (Marin County). #BridgeFirepic.twitter.com/m0F80vOlqc",0,0,2
802,#MendocinoComplex [update] Repopulation Information for 11:00 AMpic.twitter.com/pkSIlvcM2M,0,0,0
803,"#CarrFire [update] northwest of Anderson (Shasta County) is now 173,522 acres and 47% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/k1sBjqRUVu",0,0,2
804,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) is now 48,920 acres and 81% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/3tJEqDbRUw",0,0,1
805,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 251,166 acres and 46% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/9Cu7lMukEj",0,0,1
806,"#CarrFire [update] northwest of Anderson (Shasta County) is now 172,055 acres and 47% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/OKs4HQTtW8",0,0,2
807,"#ParrotsFire [final] at Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County) is now 100% contained at 136 acres. https://twitter.com/CALFIRETCU pic.twitter.com/03tAzS94Ol",0,0,0
808,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 243,772 acres and 20% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/ECRog5QycD",0,0,1
809,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) remains 48,920 acres and 78% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/dP0GORrCUb",0,0,1
810,#MendocinoComplex [update] Repopulation Information for 6:00 PMpic.twitter.com/1cc42aLE8v,0,0,0
811,#CarrFire [update] Carr Fire Repopulation Information for 6:00 PMpic.twitter.com/yr7zhFJQSG,0,0,1
812,#CarrFire [update] Carr Fire Repopulation Information for 6:00 PMpic.twitter.com/14yy6z72M6,0,0,1
813,"#WagnerFire [final] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) is now 100% contained at 22 acres.pic.twitter.com/xJb0BUhNWY",0,0,0
814,"Remember the two kids who were thanking firefighters at the #CarrFire over the weekend? Today, Kenny & Carter took a tour of the Carr Fire command post & sat inside one of our helicopters. Check out the video to see their day.pic.twitter.com/3x1DD3MV6k",0,0,1
815,Mendocino Complex Repopulation - Mendocino County 8.7.18 #mendocinocomplex @MendoSheriff @lakecosheriffCA @mendocinonf @glenncountyoeshttps://twitter.com/CALFIRE_MEU/status/1026938715094958080 …,0,0,0
816,#CarrFire [update] Community Meeting Announcementhttps://twitter.com/CALFIRESHU/status/1026931446043172864 …,0,0,0
817,#CarrFire [update] Carr Fire Repopulation Information for 12:00 PMhttps://twitter.com/CALFIRESHU/status/1026907656655491072 …,0,0,1
818,URGENT- Mandatory Evacuations for #MendocinoComplexhttps://twitter.com/CALFIRE_MEU/status/1026906926708183040 …,0,0,0
819,Mendocino Complex Repopulation 8.7.18 #mendocinocomplex @MendoSheriff @lakecosheriffCA @mendocinonf @glenncountyoeshttps://twitter.com/CALFIRE_MEU/status/1026863713377120256 …,0,0,0
820,"#WagnerFire [update] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) remains 22 acres and 98% contained.pic.twitter.com/9nuYDYWC78",0,0,0
821,"#ParrotsFire [update] at Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County) is now 136 acres and 90% contained. https://twitter.com/CALFIRETCU pic.twitter.com/8nfWzB5xEO",0,0,0
822,"#TurkeyFire [final] near Highway 46 and Turkey Flats, near Parkfield is now 100% contained at 2,225 acres. https://twitter.com/CALFIREBEU pic.twitter.com/mFEgf1WQGZ",0,0,0
823,"#SouthFire [final] near Milton Road and South Gulch Road, Rancho Calaveras (Calaveras County) is now 100% contained at 290 acres.pic.twitter.com/McFKbV9pRI",0,0,0
824,"#CarrFire [update] northwest of Anderson (Shasta County) is now 167,113 acres and 47% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/TG5SNXHpKB",0,0,2
825,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) is now 48,920 acres and 78% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/CiDTWWc3nK",0,0,1
826,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 241,772 acres and 20% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/J17CMk8ItI",0,0,1
827,"#TerraFire [update] off Terramor Rd and Temescal Canyon Rd, community of Temescal Valley (Riverside County) is now 100% contained at 35 acres. http://www.rvcfire.org/_Layouts/Incident%20Information/IncidentInfoDetail.aspx?4302 …pic.twitter.com/yjiD9fYxrc",0,0,0
828,"#CasnerFire [final] off Old Julian Highway and Creek Hollow, west of Ramona (San Diego County) is now 100% contained at 14 acres. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/nT1BfVzXOG",0,0,0
829,"#WagnerFire [update] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) is now 22 acres and 98% contained.pic.twitter.com/MPTeG0ex5r",0,0,0
830,"CAL FIRE is assisting the Kings County Fire Department with a fire off Interstate 5 and Milham Rd, Kettleman Hills area (Kings County). #FiveFire ***This is not a CAL FIRE incident.pic.twitter.com/IZOvXddrhs",0,0,4
831,"#TerraFire [update] off Terramor Rd and Temescal Canyon Rd, community of Temescal Valley (Riverside County) is now 35 acres and 75% contained. Forward spread stopped. http://www.rvcfire.org/_Layouts/Incident%20Information/IncidentInfoDetail.aspx?4302 …pic.twitter.com/9g2nrLKZAS",0,0,0
832,"#ParrotsFire [update] at Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County) is now 136 acres and 75% contained. https://twitter.com/CALFIRETCU pic.twitter.com/mO6IOz0sIm",0,0,0
833,"#TurkeyFire [update] near Highway 46 and Turkey Flats, near Parkfield is now 2,225 acres and 90% contained. Forward spread stopped. https://twitter.com/CALFIREBEU pic.twitter.com/qibIfm48pi",0,0,0
834,"#SouthFire [update] near Milton Road and South Gulch Road, Rancho Calaveras (Calaveras County) is now 290 acres and 25% contained.pic.twitter.com/2kSyzktB00",0,0,0
